Name,Platform,Critic_Score,User_Score
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,,
Farm Frenzy,PC,,
Haunted Casino,SAT,,
Terraria,XOne,,
World Series Baseball,SAT,,
New Little King's Story,PSV,5.8,7.8
PlayStation Move Ape Escape,PS3,4,
Aeon Flux,PS2,7.8,
Diabolik Lovers: Dark Fate,PSV,,
8 to Glory: The Official Game of the PBR,PS4,,
Demolition Company: Gold Edition,PC,,
Arctic Tale,Wii,,
Chicken Blaster,DS,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,,
North American Hunting Extravaganza 2,Wii,,
S.Y.K Renshouden Portable,PSP,,
Metal Max Returns,SNES,,
Shattered Union,XB,7.8,
Cube Creator DX,3DS,,
Atari Flashback Classics: Volume 1,NS,,
Mega Man X Legacy Collection 1+2,XOne,,
Hanaoni: Yume no Tsudzuki,PSP,,
Mat Hoffman's Pro BMX 2,GC,7.6,
UnchainBlades ReXX,3DS,,
Free Running,Wii,,
Gal Gun,X360,,
NHL Hitz Pro,GC,8.6,
Ookami Kakushi,PSP,,
Deadly Arts,N64,3.2,
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,,
Monaco Grand Prix,N64,8.4,
PD Ultraman Battle Collection 64,N64,2,
Rally Challenge 2000,N64,6,
Superman: Countdown to Apokolips,GBA,4.5,
Worms Armageddon,N64,8.7,
Zen-Nippon GT Senshuken,SNES,,
Kikou Heidan J-Phoenix 2,PS2,,
Sengoku Musou 3 Z Special,PSP,,
Elex,XOne,6.2,6.4
Dragon's Lair 3D: Return to the Lair,GC,6.8,
Harukanaru Toki no Naka de 5,PSP,,
Port Royale 2,PC,,
Worms 4: Mayhem,XB,6.4,
Platinum Sudoku,DS,7.5,
Winning Post 7 2012,PSP,,
Here They Lie,PS4,6.2,6.8
Point Blank 2,PS,8.5,
Who Wants to Be a Millionaire: 3rd Edition,DS,,
Company of Heroes: Tales of Valor,PC,7,
Farm Frenzy 3,PC,,
Saru! Get You! Pipo Saru Senki,PSP,,
Gummy Bears Mini Golf,Wii,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,,
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,,
Patrician IV,PC,6.7,
Under Night In-Birth Exe:Latest,PS4,,
Dark Souls Trilogy,XOne,,
Imabikisou,PS3,,
The Treasures of Montezuma,DS,,
Hakuouki: Reimeiroku Portable,PSP,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,,
Antz Extreme Racing,PS2,2.4,
Motto TOEIC Test DS Training,DS,,
Reco Love: Blue Ocean,PSV,,
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,,
My Riding Stables: Life with Horses,PS4,,
Super Robot Gakuen,DS,,
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,,
The Sims 2: Pets,PC,7.4,
Samurai Warriors 2: Empires,X360,,
Jojo's Fashion Show: Design in a Dash!,DS,,
Mike Tyson Boxing,GBA,,
The Legend of Heroes: Trails in the Sky FC,PS3,,
Meteos: Disney Magic,DS,7.3,
Okami HD,NS,8.9,10
Go Diego Go!: Safari Rescue,PS2,,
Battle Chasers: Nightwar,XOne,8.4,6.6
Luxor: Pharaoh's Challenge,Wii,,
Don't Starve: Giant Edition,XOne,,
Surviving Mars,PS4,7.3,5.9
Clannad,PS2,,
Tom Clancy's Ghost Recon Wildlands,PC,7.4,
Monster Band,DS,,
Fisherman's Challenge,PS2,7,
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,,
Akko ni Omakase! Brain Shock,DS,,
Akko ni Omakase! Brain Shock,DS,,
Mission: Impossible - Operation Surma,GBA,,
Scribblenauts Mega Pack,PS4,,
Aragami,PS4,7.1,7.1
Super Black Bass Fishing,DS,2.5,
King of Fighters: Maximum Impact Regulation A,PS2,,
Date A Live: Rine Utopia,PS3,,
Durarara!! 3way Standoff: Alley,PSP,,
The Da Vinci Code,XB,4.8,
Yonder: The Cloud Catcher Chronicles,PS4,6.4,7.7
Famicom Mini: Clu Clu Land,GBA,,
Farming Simulator 17: Straw Harvest,PC,,
Rollin' Rascals,DS,,
Ukiyo no Shishi,PS3,,
Assassin's Creed Chronicles: China,PS4,6.9,6
GRID,PC,8.7,
Sacred Blaze,PS2,,
Virtua Tennis 4,PC,,
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,6.1,7.2
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,,
Mutant Football League: Dynasty Edition,XOne,,
Phantom Breaker,X360,,
Pure Pinball,XB,6.7,
Thoroughbred Breeder II Plus,PS,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,,
WSC Real 11: World Snooker Championship,X360,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,,
Shadow of the Colossus,PS3,,
Imperial Glory,PC,8.5,
Company of Heroes: Opposing Fronts,PC,8.8,
Valhalla Knights 2: Battle Stance,PSP,,
The Chase: Felix Meets Felicity,DS,,
99 no Namida,DS,,
Clannad,PSP,,
Cyber Troopers Virtual-On Marz,PS2,,
Headhunter: Redemption,PS2,7,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,,
Stuntman,GBA,8.5,
Bomberman: Act Zero,X360,3.5,
DuckTales: Remastered,X360,,
Dungeons 3,PS4,,
Time Travelers,3DS,,
Dead Rising 2,XOne,,
Drakensang: The Dark Eye,PC,7.6,
The Sims 4: Spa Day,PC,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,,
YoKai Watch Dance: Just Dance Special Version,WiiU,,
Syndicate Wars,PS,5,
Don Bradman Cricket 14,XOne,,
Surf's Up,PS3,6.2,
SWAT: Target Liberty,PSP,4.5,
Thomas and Friends: Steaming around Sodor,3DS,,
Shadows Awakening,XOne,,
Winning Post World 8,PSV,,
Draglade (JP sales),DS,,
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,,
Tour de France 2014,PS4,5.3,5.3
Herc's Adventures,PS,,
Tennis World Tour,PS4,4.5,2.8
Tiger Woods PGA Tour Golf,GBA,6,
Twin Strike: Operation Thunder,Wii,5.5,
Astro Boy: The Video Game,PSP,7,
Toukiden 2,PS3,,
All Points Bulletin,PC,7,
Black Clover: Quartet Knights,PS4,5.3,5.2
Super Hero Generation,PSV,,
TMNT,DS,5.5,
Asterix and Obelix XXL2,PS4,,
Danganronpa Another Episode: Ultra Despair Girls,PS4,6.7,7
Dreamfall: The Longest Journey,XB,7.5,
Aegis of Earth: Protonovus Assault,PS4,5.7,6.4
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,,
Xenosaga I?úII,DS,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,,
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,,
Zatch Bell! Mamodo Fury,GC,,
JASF: Jane's Advanced Strike Fighters,PC,,
b.l.u.e.: Legend of Water,PS,,
Dora's Big Birthday Adventure,PS2,,
NatGeo Challenge! Wild Life,Wii,,
PopStar Guitar,PS2,4,
Sherlock Holmes: Secret of The Silver Earring,Wii,,
NHL Blades of Steel 2000,PS,2.5,
Sonic PC Collection,PC,,
Outlaw Volleyball Remixed,PS2,,
The Adventures of Darwin,PS2,6.3,
CSI: Fatal Conspiracy,PC,,
Turbo: Super Stunt Squad,DS,,
Heathcliff! Frantic Foto,DS,,
Klonoa Heroes: Densetsu no Star Medal,GBA,,
City Builder,Wii,,
Game of Thrones: A Telltale Games Series,PS3,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,,
R-Type Command (correct US sales),PSP,,
Brothers In Arms DS,DS,,
The Caligula Effect: Overdose,PS4,6.5,5.6
Utawarerumono: Mask of Truth,PS3,,
Warhammer: Dark Omen,PS,,
Denki Blocks!,GBA,8,
Mobile Suit Gundam: Mokuba no Kiseki,PSP,,
SD Gundam G Generation Genesis,NS,,
A Ressha de Ikou DS,DS,,
Stoked: Big Air Edition,X360,8.6,
Harukanaru Toki no Naka de 4: Aizouban,PSP,,
Kung Fu Panda: Showdown of Legendary Legends,PS3,,
Ballistic,PS,7.9,
Colin McRae Rally 3,XB,8.9,
Dream Girl Premier,3DS,,
East India Company,PC,7.4,
Monster Jam: Crush It,XOne,,
OutRun 2006: Coast 2 Coast,PSP,7.3,
Pro Cycling Manager 2016,PC,,
Digimon Story: Cyber Sleuth - Hacker's Memory,PSV,,
Gitaroo Man Lives!,PSP,8.4,
The Croods: Prehistoric Party!,3DS,,
Grand Theft Auto: Vice City,PC,9,
Shadow Warrior (2013),XOne,,
Gundam Battle Online,DC,,
Glacier2,Wii,,
Hotel Transylvania 3: Monsters Overboard,PS4,,
Shonen Jump's One Piece: Grand Adventure,GC,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,,
Holly Hobbie & Friends,DS,,
Dead Alliance,XOne,4.3,3.4
Empire Earth III,PC,4.8,
Stolen,PS2,5.2,
Atelier Firis: The Alchemist and the Mysterious Journey,PSV,,
Sleepover Party,Wii,,
"Warhammer 40,000: Dawn of War III",PC,7.7,4.5
Hakuoki Zuisouroku Omokage Hana,PSV,,
Just Sing,PS4,,
Memories Off 6: T-Wave,PS2,,
Phoenix Wright: Ace Attorney Trilogy,3DS,8.1,8.5
Famicom Remix Best Choice,3DS,,
Pro Race Driver,XB,8.9,
Train Simulator 2016,PC,,
Ide Yosuke no Mahjong Kazoku,PS,,
Ferrari Challenge Trofeo Pirelli,PS3,6.8,
Off-Road Drive,PC,6,6.5
Story Hour: Fairy Tales,Wii,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,,
Jig-A-Pix: Pets,DS,,
Wonder Boy: The Dragon's Trap (Remake),PS4,,
Countdown Vampires,PS,,
Crypt Killer,PS,4,
Dynasty Warriors Vol. 2 (JP sales),PSP,,
Tokumei Sentai Go-Busters,DS,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,,
Sushi Striker: The Way of Sushido,3DS,,
Warriors Orochi 3,XOne,,
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PSV,,
Resident Evil: Operation Raccoon City,PC,4.8,4
Summer Challenge: Athletics Tournament,PS3,,
FIFA World Cup Germany 2006,DS,7.3,
I'm A Celebrity: Get Me Out of Here!,DS,,
Battle Hunter,PS,,
PO'ed,PS,8,
Romance of the Three Kingdoms II,3DS,,
Adidas Power Soccer,PS,7,
Ragnarok Odyssey Ace,PS3,,
Darklight Conflict,PS,7,
Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal,3DS,,
Dragon Ball: Advanced Adventure,GBA,7.7,
Art of Fighting 3: The Path of the Warrior,NG,,
Fast & Furious: Showdown,X360,,
The Ripping Friends,GBA,,
Konami Arcade Classics,PS,4.5,
Hunter x Hunter: Wonder Adventure,PSP,,
Gintama Ranbu,PSV,,
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,,
Super Army War,GBA,,
Immortal Unchained,PS4,,
Ao no Exorcist: Genkoku no Labyrinth,PSP,,
Echo Night Beyond,PS2,,
Minna no Chizu,PSP,,
Doom II,GBA,8.1,
Fading Shadows,PSP,7,
Taikou Risshiden V,PSP,,
Jikkyou Powerful Major League,GC,,
Lumo,PS4,7.3,5.9
Hajime no Ippo: The Fighting! (2014),PS3,,
Suzumiya Haruhi no Tsuisou,PSP,,
UK Truck Simulator,PC,,
Evolution Skateboarding,GC,4.8,
Operation Warcade,PS4,,
Greg Hastings' Tournament Paintball Max'd,DS,4,
Jikkyou World Soccer 2002,PS2,,
Aikatsu Stars! My Special Appeal,3DS,,
Tenshou Gakuen Gekkouroku,PS2,,
ABZU,PS4,7.8,7.6
Ski-Doo Snowmobile Challenge,X360,6.4,
Aquanaut's Holiday: Kakusareta Kiroku,PS3,,
Little Red Riding Hood's Zombie BBQ,DS,8.6,
Dead Rising,XOne,,
Texas Hold 'Em Poker DS,DS,,
Big Mutha Truckers,GBA,5,
Magical Starsign (JP sales),DS,,
DT Carnage,PSP,4,
Assassin's Creed Rogue Remastered,XOne,6,6.8
Harry Potter and the Order of the Phoenix,PC,7.3,
Valkyria Chronicles 4,XOne,,
Bionicle Heroes,Wii,4.7,
Harry Potter and the Prisoner of Azkaban,PC,6,
Rugby 08,PS2,8.2,
GoPets: Vacation Island,DS,6,
Pia Carrot e Youkoso!! 2.5,DC,,
Cy Girls,PS2,5.8,
The Movies,PC,8.2,
The Sum of All Fears,GBA,6,
Da Capo I & II Plus Situation Portable,PSP,,
Supreme Commander: Forged Alliance,PC,8.1,
Monster Boy and the Cursed Kingdom,NS,8,9.5
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,,
Bubble Bobble Double Shot,DS,5.9,
Halo: Combat Evolved,PC,8.6,
Minority Report: Everybody Runs,GBA,,
Blade Strangers,NS,8.3,7.5
Monster Hunter Frontier Online: Season 9.0,X360,,
C.O.R.E.,DS,4.4,
Garfield: The Search for Pooky,GBA,,
Galaxy Fight,SAT,,
Chaos Wars,PS2,6.8,
FIFA 19,PS3,,
Logic Machines,DS,,
A Good Librarian Like a Good Shepherd: Library Party,PSV,,
Steambot Chronicles,PS2,7.2,
Persona 3: Dancing in Moonlight,PS4,7.3,6
Bond of Ten Demons,PSP,,
Mr. Driller,PS,8,
Norn9: Norn + Nonette,PSP,,
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,,
Shadow Tactics: Blades of the Shogun,PS4,8.5,7.9
Gumby vs. the Astrobots,GBA,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,,
Scaler,GC,7.3,
Chaos;Head Noah,X360,,
The Persistence,PS4,7.8,8.1
Tears to Tiara Gaiden: Avalon no Nazo,PS3,,
Legasista,PS3,6.5,
Gudetama: Hanjuku de Tanomuwa,3DS,,
Napoleon Dynamite: The Game,PSP,4.3,
Breath of Fire III,PSP,6,
Fatal Fury: Battle Archives Volume 1,PS2,6.8,
Psycho-Pass: Mandatory Happiness,PSV,6.4,7.3
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,,
Darkest Dungeon,PS4,8.3,7.6
Rhapsody: A Musical Adventure,PS,6.7,
Rose to Tasogare no Kojou,PSV,,
Music Maker: Rockstar,PS2,,
Formula 1 06,PS2,,
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,,
Smashing Drive,XB,3.3,
Without Warning,PS2,4,
Fighting Vipers 2,DC,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,5.5,
Ebikore Photo Kano Kiss,PSV,,
Beatdown: Fists of Vengeance,XB,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,,
Scarface: The World is Yours,PC,8.7,
Sudoku Ball Detective,Wii,,
APB Reloaded,PC,,
R.B.I. Baseball 2017,PS4,,
Enchanted Arms (JP sales),PS3,,
Monster Force,GBA,6.5,
Real Soccer 2008,DS,4.5,
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,,
San Goku Shi DS 3,DS,,
Trick x Logic: Season 2,PSP,,
Hakuouki: Zuisouroku,PS2,,
World Championship Pool 2004,XB,,
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,,
Punch Line,PS4,6.5,4.6
Jikkyou Powerful Major League 2009,Wii,,
SD Gundam Force: Showdown!,PS2,4.5,
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,,
Ailu de Puzzle,PSP,,
Caesar IV,PC,7.7,
Flow: Urban Dance Uprising,PS2,7,
100 Classic Games,DS,,
True Pinball,PS,,
Stadium Games,GBA,,
Super Hero Generation,PS3,,
Jane's Hotel,DS,,
J-League Pro Striker 2,GEN,,
Power Play Pool,DS,6,
RLH: Run Like Hell,XB,,
VR Karts,PS4,,
Obscure,XB,7.6,
Mahjong Taikai,DS,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,,
Scribblenauts: Showdown,XOne,,
Espgaluda II Black Label,X360,,
Kisuato,PSV,,
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,,
Hot Potato!,GBA,7.7,
Kiniro no Corda 2 f,PSP,,
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,,
Attack on Titan: Escape from Certain Death,3DS,,
Deception III: Dark Delusion,PS,,
Sid Meier's Railroads!,PC,8,
WRC: FIA World Rally Championship,PSP,,
Omen of Sorrow,PS4,6.4,6.1
Ultimate Game Room,DS,,
Cook Wars,Wii,,
Hakuoki: Shinkai - Hana no Shou,PSV,,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,,
Resident Evil: Umbrella Corps,PS4,,
Saints Row 2,PC,6.6,
Zoo Hospital,DS,5.5,
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,,
Monster Kingdom: Jewel Summoner,PSP,7.1,
Kuroshitsuji: Phantom & Ghost,DS,,
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,,
Barbie and Her Sisters Puppy Rescue,Wii,,
Detective Conan: Phantom Rhapsody,3DS,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,,
The Ant Bully,GBA,5.2,
Zanki Zero: Last Beginning,PS4,,
Richard Burns Rally,PC,,
Sega Arcade Gallery,GBA,,
SteamWorld Collection,WiiU,,
"My World, My Way (US sales)",DS,,
Secret Files 2: Puritas Cordis,PC,,
Tao Adventure: Curse Demon,DS,,
Might & Magic X: Legacy,PC,7.1,7.3
Final Fantasy XIV: Heavensward,PS3,,
Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,PSV,,
Black Stone: Magic & Steel,XB,,
NHRA Drag Racing: Countdown to the Championship,PS2,,
Deal or No Deal: Special Edition,DS,,
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,,
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,,
Superstars V8 Racing,PS3,,
Harukanaru Toki no Naka de: Maihitoyo,PS2,,
Sine Mora EX,XOne,,
Painkiller: Hell Wars,XB,5.2,
FunkMaster Flex's Digital Hitz Factory,PS2,,
Housekeeping,DS,,
Bratz Kidz,DS,3,
Greg Hastings Paintball 2,PS3,,
Warriors Orochi 4,XOne,6.8,7.3
Castlevania Bloodlines,GEN,,
Marvel Pinball: Epic Collection Volume 1,PS4,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSP,,
Hakuouki: Zuisouroku DS,DS,,
Secret of Mana,PSV,,
Detective Conan: Prelude from the Past,PSP,,
Living Legends: Frozen Beauty,PC,,
DiRT Rally,PC,8.6,8.7
XBLAZE Code: Embryo,PS3,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,,
Luminous Arc 3,DS,,
Tennis World Tour,XOne,4.2,1.9
Paddington: Adventures in London,3DS,,
Voodoo Chronicles: First Sign,PC,,
Major League Baseball 2K8,PSP,6.5,
Astrology DS,DS,,
FabStyle,3DS,,
Rebel Raiders: Operation Nighthawk,PS2,,
Inazuma Eleven 3: Team Ogre Attacks!,3DS,7,7.1
Zenkoku Dekotora Matsuri,Wii,,
SaGa: Scarlet Grace,PS4,,
World in Conflict: Complete Edition,PC,,
Alienators: Evolution Continues,GBA,7,
OneeChanbara Z Kagura With NoNoNo!,PS3,,
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,,
Snow Moto Racing Freedom,NS,,
Planescape: Torment,PC,8.8,
Sins of a Solar Empire: Trinity,PC,,
Pirates: Duels on the High Seas,DS,,
MX World Tour Featuring Jamie Little,XB,,
Bladestorm: Nightmare,PS3,,
Penguins of Madagascar,WiiU,,
Higurashi no Naku Koro ni Iki,PSV,,
Marines: Modern Urban Combat,Wii,,
Deer Drive: Legends,3DS,,
Puyo Pop Fever(us sales),DS,,
The Idolmaster: Gravure For You! Vol. 4,PS3,,
WRC 6,XOne,,
7 Wonders: Treasures of Seven,DS,,
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,,
RedCard 20-03,XB,6.4,
Challenge Me: Word Puzzles,DS,,
InFAMOUS: First Light,PS4,,
Asterix & Obelix: Kick Buttix,PS2,,
Burnout Paradise: The Ultimate Box,X360,,
Puyo Puyo 7,PSP,,
South Park: The Stick of Truth,PS4,,
The Rabbit's Apprentice,PC,,
Bounty Hounds,PSP,7,
Radiant Silvergun,SAT,9,
Care Bears - Care Quest,GBA,,
Monster Energy Supercross - The Official Videogame,NS,,
Angler's Club: Ultimate Bass Fishing 3D,3DS,,
Raven Squad: Operation Hidden Dagger,PC,,
Superdimension Neptune vs Sega Hard Girls,PSV,,
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,,
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,,
Tokyo Majin Gakuen: Kenfuuchou,DS,,
Hotel Giant 2,PC,,
NHRA Drag Racing: Countdown to the Championship,PSP,,
Zatch Bell! Electric Arena,GBA,4.4,
Metal Gear Solid: Snake Eater 3D,3DS,7.9,7.9
TOCA Race Driver 3: The Ultimate Racing Simulator,XB,,
8-Bit Armies,PS4,,
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,,
Let's Sing 2019,NS,,
Sky Dancers,GBA,,
Silent Scope,GBA,7,
S.T.A.L.K.E.R.: Clear Sky,PC,7,
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,NS,,
World Series of Poker: Tournament of Champions 2007 Edition,PS2,6.4,
Railroad Tycoon 3,PC,8.8,
Yggdra Union: We'll Never Fight Alone,GBA,7.8,
World of Goo,PC,9,
Dungeon Maker: Hunting Ground,PSP,6.4,
Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou,PS3,,
OZMAFIA!! -vivace-,PSV,,
ESPN NBA 2Night 2002,PS2,5.7,
The Raven Remastered,PS4,7.2,8.4
Wangan Midnight,PS3,,
World in Conflict,PC,9.1,
Cabela's Dangerous Hunts 2,GC,6.5,
Fritz Chess,PS3,,
Kekkaishi: Kokubourou no Kage,Wii,,
"Crouching Tiger, Hidden Dragon",GBA,5.9,
Shifting World,3DS,5.5,6.7
Suzumiya Haruhi no Tsuisou,PS3,,
Trap Gunner: Countdown to Oblivion,PS,,
Great Edo Blacksmith,PSV,,
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,,
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,,
Lego City Undercover: The Chase Begins,3DS,,
Onrush,XOne,,
Sabre Wulf,GBA,8,
The Cursed Crusade,PC,5.5,5.7
Tsuyo Kiss: Mighty Heart,PS2,,
Gacharoku,PS2,,
Cake Mania: Baker's Challenge,PSP,7,
SX Superstar,GC,3.6,
Salt and Sanctuary,NS,8.2,8
Zoo Vet: Endangered Animals,DS,,
Driven,GBA,6.8,
Steins;Gate 0,PS3,,
Red Faction II,GC,8.1,
Akiba's Beat,PSV,,
Rapala Tournament Fishing!,X360,,
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,,
SD Gundam G Generation: Gather Beat 2,WS,,
Battle Engine Aquila,PS2,8,
SuperCar Challenge,PS3,,
Gothic Universe,PC,,
SBK 2011: FIM Superbike World Championship,PC,,
Special Forces: Nemesis Strike,XB,,
Swords,Wii,,
Women's Volleyball Championship,PS2,2,
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,,
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,,
Star Wars Jedi Knight: Jedi Academy,PC,8.8,
Parfait,PSV,,
Uppers,PSV,,
Death Mark,PS4,,
Labyrinth of Refrain: Coven of Dusk,PSV,,
Battle Assault 3 featuring Gundam Seed,PS2,,
Crimson Tears,PS2,5.9,
Tomb Raider: Anniversary,PC,,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,,
Rugby 15,PSV,,
Attack on Titan 2,PSV,,
DarkStar One,PC,8,
Batman Forever: The Arcade Game,PS,5.2,
Rise of Nations: Rise of Legends,PC,8.3,
Romance of the Three Kingdoms V,3DS,,
Code of Princess EX,NS,7.2,6.8
Cabela's Outdoor Adventures,GC,,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,,
Backyard NFL Football 2006,GBA,5.5,
King Arthur II: The Role-playing Wargame,PC,,
Mashiro Iro Symphony: *mutsu-no-hana,PSP,,
Mortal Kombat II (JP sales),GEN,,
Monster Guardians,GBA,,
An American Tail: Fievel's Gold Rush,GBA,,
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,,
Diabolik Lovers: More Blood,PSP,,
Magna Carta Portable,PSP,,
Crazy Chicken: Star Karts,DS,,
Shining Stars,DS,,
The Italian Job,GC,6.8,
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,,
Super Dodgeball Brawlers (jp sales),DS,,
M&Ms Shell Shocked,PS,,
K-On! After School Live!! HD Ver.,PS3,,
Metal Gear Solid: The Essential Collection (JP sales),PS2,,
Harukanaru Toki no Naka de 6,PSV,,
Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,7.5,7.2
Hello Kitty: Roller Rescue,PC,,
Doodle Hex,DS,,
3D Baseball,PS,7.6,
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,,
First Queen: Ornic Senki,SNES,,
Dream C Club Zero,X360,,
Tail Concerto,PS,7.3,
Emma at the Farm,DS,3.4,
Aqua Moto Racing Utopia,NS,,
The Sum of All Fears,GC,3.2,
James Pond: Codename Robocod,GBA,,
Sayonara Umihara Kawase,3DS,,
Raiden V,PS4,,
Final Fantasy XIV: Heavensward,PC,8.6,8.4
Night Head: The Labyrinth,PS,,
Alpha Protocol,PC,6.3,
Kevin Van Dam: Big Bass Challenge,Wii,,
Hitman: Blood Money,PC,8,
Utawarerumono Portable,PSP,,
EverBlue 2,PS2,,
Gaia Saver Hero Saidai no Sakusen,SNES,,
Junior Island Adventure,DS,,
Caesar III,PC,8.7,
Safari Adventures: Africa,Wii,,
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,PSV,,
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,,
A Game of Thrones: Genesis,PC,4.9,4.1
Barbie and Her Sisters Puppy Rescue,3DS,,
Maximum Racing: Drag & Stock Racer,Wii,,
King's Quest: The Complete Collection,X360,,
SoulCalibur II(JP sales),XB,9.3,
Earthfall,XOne,5.6,5.5
Future Card Buddyfight Mezase! Buddy Champion!,3DS,,
Nancy Drew: Alibi In Ashes,PC,,
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,,
Yumeiro Patissiere: My Sweets Cooking,DS,,
Clannad,PS3,,
Samurai Warriors 3Z Special,PSP,,
Travel Coach: Europe 1,DS,,
Shantae: Half-Genie Hero,PSV,,
Clever Kids: Pirates,DS,,
MotoGP,PSP,,
Electroplankton,DS,7,
Pro Evolution Soccer 2017,PC,6.9,3.7
F1 Championship Season 2000,PS2,7.9,
Montessori Music,DS,,
The Void,PC,,
Max & the Magic Marker,Wii,,
Supreme Ruler: Cold War,PC,6.3,6.8
Crash Time: Autobahn Pusuit,X360,,
PowerSlave,PS,,
